WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
34,Hamburg,Hamburg European Open,2026-07-23,WTA250,Outdoor,Clay,2nd Round,3,Sherif M.,Jacquemot E.,73,104.0,935,757.0,6.0,2.0,6,3,,,2,0,Completed,1.4,3.0,,,1.44,3.1,1.39,2.86,1.42,3.35
34,Hamburg,Hamburg European Open,2026-07-23,WTA250,Outdoor,Clay,2nd Round,3,Oliynykova O.,Romero Gormaz L.,45,153.0,1132,500.0,7.0,6.0,3,6,6,2,2,1,Completed,1.53,2.5,,,1.58,2.5,1.55,2.39,1.64,2.52
34,Hamburg,Hamburg European Open,2026-07-23,WTA250,Outdoor,Clay,2nd Round,3,Badosa P.,Udvardy P.,93,71.0,832,950.0,6.0,4.0,6,1,,,2,0,Completed,1.57,2.38,,,1.58,2.42,1.56,2.35,1.68,2.46
34,Hamburg,Hamburg European Open,2026-07-23,WTA250,Outdoor,Clay,2nd Round,3,Avanesyan E.,Putintseva Y.,208,79.0,360,904.0,6.0,3.0,2,6,6,2,2,1,Completed,2.63,1.5,,,2.65,1.57,2.54,1.49,2.92,1.5
34,Hamburg,Hamburg European Open,2026-07-24,WTA250,Outdoor,Clay,Quarterfinals,3,Bondar A.,Charaeva A.,97,117.0,803,655.0,6.0,1.0,7,6,,,2,0,Completed,1.53,2.5,,,1.57,2.5,1.54,2.42,1.57,2.62
34,Hamburg,Hamburg European Open,2026-07-24,WTA250,Outdoor,Clay,Quarterfinals,3,Sherif M.,Badosa P.,73,93.0,935,832.0,7.0,6.0,6,7,6,4,2,1,Completed,2.3,1.62,,,2.3,1.63,2.25,1.61,2.46,1.67
34,Hamburg,Hamburg European Open,2026-07-24,WTA250,Outdoor,Clay,Quarterfinals,3,Avanesyan E.,Oliynykova O.,208,45.0,360,1132.0,,,,,,,,,Walkover,2,1.8,,,2.1,1.91,1.93,1.83,1.95,2.02
34,Hamburg,Hamburg European Open,2026-07-24,WTA250,Outdoor,Clay,Quarterfinals,3,Korpatsch T.,Kalinina A.,81,56.0,899,1019.0,6.0,3.0,1,6,6,1,2,1,Completed,3.75,1.29,,,3.8,1.29,3.6,1.27,3.85,1.34
34,Hamburg,Hamburg European Open,2026-07-25,WTA250,Outdoor,Clay,Semifinals,3,Bondar A.,Avanesyan E.,97,208.0,803,360.0,7.0,6.0,4,6,7,6,2,1,Completed,1.5,2.63,,,1.54,2.63,1.51,2.5,1.58,2.7
34,Hamburg,Hamburg European Open,2026-07-25,WTA250,Outdoor,Clay,Semifinals,3,Korpatsch T.,Sherif M.,81,73.0,899,935.0,6.0,1.0,2,0,,,1,0,Retired,2.38,1.57,,,2.4,1.6,2.34,1.56,2.5,1.66
34,Hamburg,Hamburg European Open,2026-07-26,WTA250,Outdoor,Clay,The Final,3,Korpatsch T.,Bondar A.,81,97.0,899,803.0,6.0,3.0,6,3,,,2,0,Completed,2,1.8,,,2.1,1.85,2.01,1.77,2.16,1.84
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Dodin O.,Oktiabreva A.,362,403.0,175,155.0,6.0,3.0,6,3,,,2,0,Completed,3.4,1.33,,,3.4,1.44,2.99,1.38,3.35,1.41
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Snigur D.,Seidel E.,54,103.0,1027,767.0,7.0,5.0,3,6,6,3,2,1,Completed,1.2,4.5,,,1.24,4.5,1.21,4.28,1.25,4.8
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Bouzkova M.,Bouzas Maneiro J.,21,59.0,2019,1014.0,7.0,5.0,7,5,,,2,0,Completed,1.3,3.5,,,1.34,3.5,1.32,3.28,1.36,3.7
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Lee C.Y.,Podrez V.,179,140.0,428,553.0,6.0,1.0,5,7,6,2,2,1,Completed,1.67,2.2,,,1.73,2.28,1.66,2.17,1.88,2.12
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Havlickova L.,Parks A.,226,66.0,338,989.0,6.0,2.0,6,4,,,2,0,Completed,2.63,1.5,,,2.8,1.5,2.7,1.44,3.0,1.48
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Aksu A.,Costoulas S.,216,155.0,352,489.0,2.0,6.0,6,3,6,4,2,1,Completed,2.75,1.44,,,3.1,1.44,2.91,1.39,2.72,1.58
35,Prague,Prague Open,2026-07-20,WTA250,Outdoor,Hard,1st Round,3,Salkova D.,Ruzic A.,127,50.0,590,1062.0,7.0,6.0,6,4,,,2,0,Completed,2.1,1.73,,,2.1,1.76,2.06,1.73,2.22,1.8
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Hontama M.,Parry D.,203,60.0,382,1011.0,6.0,4.0,6,0,,,2,0,Completed,2.63,1.5,,,2.7,1.5,2.59,1.48,2.78,1.55
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Timofeeva M.,Sasnovich A.,84,133.0,881,574.0,6.0,3.0,6,4,,,2,0,Completed,2,1.8,,,2.1,1.81,2.02,1.76,2.12,1.88
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Bartunkova N.,Yuan Y.,44,121.0,1202,621.0,3.0,6.0,6,4,6,1,2,1,Completed,1.3,3.5,,,1.3,3.6,1.3,3.43,1.31,4.1
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Joint M.,Samson L.,77,150.0,907,503.0,6.0,4.0,3,6,6,2,2,1,Completed,1.53,2.5,,,1.62,2.5,1.54,2.41,1.71,2.38
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Tagger L.,Gao X.,74,244.0,922,298.0,6.0,2.0,6,4,,,2,0,Completed,1.5,2.63,,,1.57,2.63,1.53,2.46,1.62,2.48
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Valentova T.,Hon P.,63,158.0,1003,477.0,6.0,3.0,6,1,,,2,0,Completed,1.08,8.0,,,1.12,8.0,1.09,6.77,1.12,8.6
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Tararudee L.,Kovackova J.,82,553.0,883,92.0,6.0,3.0,5,7,6,2,2,1,Completed,1.25,4.0,,,1.29,4.0,1.26,3.68,1.28,4.5
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Bejlek S.,Blinkova A.,40,105.0,1269,749.0,7.0,6.0,3,6,6,1,2,1,Completed,1.5,2.63,,,1.57,2.63,1.51,2.5,1.63,2.58
35,Prague,Prague Open,2026-07-21,WTA250,Outdoor,Hard,1st Round,3,Krejcikova B.,Fruhvirtova L.,26,180.0,1679,426.0,6.0,2.0,6,4,,,2,0,Completed,1.14,5.5,,,1.14,6.1,1.13,5.6,1.16,7.0
35,Prague,Prague Open,2026-07-22,WTA250,Outdoor,Hard,2nd Round,3,Snigur D.,Aksu A.,54,216.0,1027,352.0,6.0,3.0,6,2,,,2,0,Completed,1.1,7.0,,,1.1,7.5,1.1,6.7,1.12,8.8
35,Prague,Prague Open,2026-07-22,WTA250,Outdoor,Hard,2nd Round,3,Bouzkova M.,Lee C.Y.,21,179.0,2019,428.0,7.0,5.0,6,4,,,2,0,Completed,1.17,5.0,,,1.19,5.5,1.17,4.87,1.18,6.4
35,Prague,Prague Open,2026-07-22,WTA250,Outdoor,Hard,2nd Round,3,Valentova T.,Joint M.,63,77.0,1003,907.0,1.0,6.0,6,0,6,3,2,1,Completed,1.3,3.5,,,1.34,3.5,1.31,3.35,1.34,3.85
35,Prague,Prague Open,2026-07-22,WTA250,Outdoor,Hard,2nd Round,3,Salkova D.,Dodin O.,127,362.0,590,175.0,6.0,1.0,6,1,,,2,0,Completed,1.33,3.4,,,1.38,3.5,1.34,3.16,1.35,3.75
35,Prague,Prague Open,2026-07-23,WTA250,Outdoor,Hard,2nd Round,3,Tararudee L.,Bartunkova N.,82,44.0,883,1202.0,7.0,6.0,3,6,7,6,2,1,Completed,2.63,1.5,,,2.75,1.57,2.65,1.46,3.0,1.49
35,Prague,Prague Open,2026-07-23,WTA250,Outdoor,Hard,2nd Round,3,Tagger L.,Hontama M.,74,203.0,922,382.0,6.0,4.0,6,4,,,2,0,Completed,1.36,3.2,,,1.4,3.2,1.37,2.98,1.45,3.15
35,Prague,Prague Open,2026-07-23,WTA250,Outdoor,Hard,2nd Round,3,Bejlek S.,Timofeeva M.,40,84.0,1269,881.0,6.0,1.0,6,1,,,2,0,Completed,1.62,2.3,,,1.74,2.63,1.63,2.24,1.75,2.28
35,Prague,Prague Open,2026-07-23,WTA250,Outdoor,Hard,2nd Round,3,Krejcikova B.,Havlickova L.,26,226.0,1679,338.0,6.0,4.0,6,2,,,2,0,Completed,1.08,8.0,,,1.11,8.0,1.08,7.11,1.11,9.2
35,Prague,Prague Open,2026-07-24,WTA250,Outdoor,Hard,Quarterfinals,3,Snigur D.,Tararudee L.,54,82.0,1027,883.0,6.0,0.0,6,3,,,2,0,Completed,1.44,2.75,,,1.5,2.75,1.45,2.67,1.54,2.84
35,Prague,Prague Open,2026-07-24,WTA250,Outdoor,Hard,Quarterfinals,3,Valentova T.,Bouzkova M.,63,21.0,1003,2019.0,2.0,6.0,6,4,7,6,2,1,Completed,2.5,1.53,,,2.5,1.57,2.43,1.53,2.58,1.62
35,Prague,Prague Open,2026-07-24,WTA250,Outdoor,Hard,Quarterfinals,3,Tagger L.,Bejlek S.,74,40.0,922,1269.0,6.0,3.0,6,4,,,2,0,Completed,3,1.4,,,3.0,1.45,2.83,1.4,3.05,1.47
35,Prague,Prague Open,2026-07-24,WTA250,Outdoor,Hard,Quarterfinals,3,Krejcikova B.,Salkova D.,26,127.0,1679,590.0,6.0,3.0,6,3,,,2,0,Completed,1.1,7.0,,,1.12,7.5,1.1,6.52,1.13,8.4
35,Prague,Prague Open,2026-07-25,WTA250,Outdoor,Hard,Semifinals,3,Snigur D.,Valentova T.,54,63.0,1027,1003.0,7.0,6.0,6,3,,,2,0,Completed,2.2,1.67,,,2.21,1.7,2.17,1.66,2.38,1.71
35,Prague,Prague Open,2026-07-25,WTA250,Outdoor,Hard,Semifinals,3,Tagger L.,Krejcikova B.,74,26.0,922,1679.0,6.0,7.0,6,3,7,6,2,1,Completed,5,1.17,,,5.5,1.17,5.14,1.15,6.0,1.19
35,Prague,Prague Open,2026-07-26,WTA250,Outdoor,Hard,The Final,3,Tagger L.,Snigur D.,74,54.0,922,1027.0,7.0,6.0,6,2,,,2,0,Completed,2.3,1.62,,,2.3,1.66,2.25,1.62,2.44,1.68
36,Memphis,Memphis Classic,2026-07-27,WTA250,Outdoor,Hard,1st Round,3,Joint M.,Osuigwe W.,76,197.0,936,388.0,6.0,4.0,6,1,	,,2,0,Completed,1.22,4.33,,,1.23,4.33,1.22,4.07,1.26,4.7
36,Memphis,Memphis Classic,2026-07-27,WTA250,Outdoor,Hard,1st Round,3,Volynets K.,Golubic V.,93,51.0,814,1088.0,7.0,5.0,2,6,7,6,2,1,Completed,1.62,2.3,,,1.62,2.55,1.56,2.38,1.68,2.46
36,Memphis,Memphis Classic,2026-07-27,WTA250,Outdoor,Hard,1st Round,3,Zakharova A.,Fruhvirtova L.,101,176.0,768,437.0,7.0,6.0,6,1,	,,2,0,Completed,1.5,2.63,,,1.54,2.63,1.48,2.55,1.56,2.72
36,Memphis,Memphis Classic,2026-07-27,WTA250,Outdoor,Hard,1st Round,3,Maria T.,Gibson T.,79,72.0,913,958.0,6.0,0.0,6,3,,	,2,0,Completed,2.38,1.57,,,2.4,1.65,2.3,1.58,2.48,1.65
36,Memphis,Memphis Classic,2026-07-27,WTA250,Outdoor,Hard,1st Round,3,Shymanovich I.,Brantmeier R.,205,486.0,378,118.0,6.0,4.0,6,3,	,,2,0,Completed,1.8,2.0,,,1.8,2.1,1.76,2.01,1.91,2.08
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Prozorova T.,Sierra S.,181,86.0,433,867.0,6.0,1.0,5,7,6,2,2,1,Completed,1.8,2.0,,,1.8,2.1,1.75,2.02,1.86,2.14
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Osorio M.,Hunter S.,56,180.0,1048,433.0,7.0,5.0,7,5,	,,2,0,Completed,1.36,3.2,,,1.41,3.2,1.36,3.03,1.4,3.45
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Kalieva E.,Sebov K.,132,231.0,568,331.0,6.0,1.0,7,6,,	,2,0,Completed,1.44,2.75,,,1.57,2.8,1.46,2.64,1.52,2.86
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Liutova K.,Alexandrova E.,229,19.0,336,2301.0,7.0,6.0,4,6,5,4,1,1,Retired,3,1.4,,,3.0,1.44,2.81,1.41,3.1,1.46
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Sonmez Z.,Brace C.,52,254.0,1074,286.0,6.0,4.0,3,6,6,3,2,1,Completed,1.14,5.5,,,1.15,6.0,1.14,5.44,1.15,7.4
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,McNally C.,Wang Xiy.,73,94.0,954,808.0,4.0,6.0,6,3,7,6,2,1,Completed,1.53,2.5,,,1.57,2.63,1.53,2.45,1.52,2.84
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Stearns P.,Stoiana M.,58,124.0,1017,603.0,6.0,7.0,6,0,6,4,2,1,Completed,1.57,2.38,,,1.6,2.4,1.56,2.35,1.64,2.52
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Stephens S.,Starodubtseva Y.,320,62.0,213,1008.0,6.0,4.0,5,7,6,2,2,1,Completed,2.75,1.44,,,2.9,1.44,2.79,1.41,3.1,1.46
36,Memphis,Memphis Classic,2026-07-28,WTA250,Outdoor,Hard,1st Round,3,Vidmanova D.,Bassols M.,114,130.0,691,579.0,6.0,2.0,3,6,6,4,2,1,Completed,1.5,2.63,,,1.5,2.85,1.46,2.65,1.56,2.78
36,Memphis,Memphis Classic,2026-07-29,WTA250,Outdoor,Hard,1st Round,3,Ma Y.,Birrell K.,194,66.0,395,999.0,7.0,6.0,6,4,	,,2,0,Completed,5,1.17,,,5.0,1.22,4.78,1.17,5.3,1.2
36,Memphis,Memphis Classic,2026-07-29,WTA250,Outdoor,Hard,1st Round,3,Zarazua R.,Kessler M.,83,47.0,894,1125.0,6.0,4.0,6,1,	,,2,0,Completed,4,1.25,,,4.0,1.29,3.69,1.25,4.4,1.28
36,Memphis,Memphis Classic,2026-07-29,WTA250,Outdoor,Hard,2nd Round,3,Volynets K.,Shymanovich I.,93,205.0,814,378.0,6.0,4.0,6,2,,	,2,0,Completed,1.29,3.75,,,1.29,4.0,1.25,3.77,1.27,4.6
36,Memphis,Memphis Classic,2026-07-29,WTA250,Outdoor,Hard,2nd Round,3,Zakharova A.,Osorio M.,101,56.0,768,1048.0,6.0,4.0,6,3,,	,2,0,Completed,2.75,1.44,,,2.9,1.44,2.79,1.41,2.96,1.5
36,Memphis,Memphis Classic,2026-07-29,WTA250,Outdoor,Hard,2nd Round,3,Kalieva E.,Sonmez Z.,132,52.0,568,1074.0,3.0,6.0,7,5,7,5,2,1,Completed,2.63,1.5,,,2.65,1.5,2.57,1.49,2.88,1.52
36,Memphis,Memphis Classic,2026-07-30,WTA250,Outdoor,Hard,2nd Round,3,Zarazua R.,Maria T.,83,79.0,894,913.0,6.0,4.0,6,4,,	,2,0,Completed,2.38,1.57,,,2.42,1.62,2.31,1.58,2.44,1.68
36,Memphis,Memphis Classic,2026-07-30,WTA250,Outdoor,Hard,2nd Round,3,Liutova K.,Joint M.,229,76.0,336,936.0,3.0,6.0,6,3,6,3,2,1,Completed,2.3,1.62,,,2.5,1.66,2.29,1.6,2.44,1.68
36,Memphis,Memphis Classic,2026-07-30,WTA250,Outdoor,Hard,2nd Round,3,McNally C.,Ma Y.,73,194.0,954,395.0,6.0,2.0,6,3,,	,2,0,Completed,1.14,5.5,,,1.17,6.1,1.13,5.52,1.19,6.0
36,Memphis,Memphis Classic,2026-07-30,WTA250,Outdoor,Hard,2nd Round,3,Stearns P.,Prozorova T.,58,181.0,1017,433.0,6.0,1.0,6,2,,	,2,0,Completed,1.57,2.38,,,1.58,2.38,1.56,2.36,1.63,2.56
36,Memphis,Memphis Classic,2026-07-31,WTA250,Outdoor,Hard,2nd Round,3,Vidmanova D.,Stephens S.,114,320.0,691,213.0,6.0,2.0,6,4,,	,2,0,Completed,1.62,2.3,,,1.62,2.45,1.58,2.31,1.72,2.36
36,Memphis,Memphis Classic,2026-07-31,WTA250,Outdoor,Hard,Quarterfinals,3,Liutova K.,McNally C.,229,73.0,336,954.0,6.0,3.0,6,4,	,,2,0,Completed,3,1.4,,,3.0,1.4,2.91,1.38,3.2,1.44
36,Memphis,Memphis Classic,2026-07-31,WTA250,Outdoor,Hard,Quarterfinals,3,Kalieva E.,Stearns P.,132,58.0,568,1017.0,6.0,1.0,2,6,6,3,2,1,Completed,3.5,1.3,,,3.5,1.33,3.39,1.3,3.7,1.36
36,Memphis,Memphis Classic,2026-08-01,WTA250,Outdoor,Hard,Quarterfinals,3,Zarazua R.,Zakharova A.,83,101.0,894,768.0,6.0,4.0,6,0,,	,2,0,Completed,2.3,1.62,,,2.38,1.63,2.3,1.59,2.48,1.65
36,Memphis,Memphis Classic,2026-08-01,WTA250,Outdoor,Hard,Quarterfinals,3,Vidmanova D.,Volynets K.,114,93.0,691,814.0,6.0,4.0,6,7,6,1,2,1,Completed,2.75,1.44,,,2.75,1.47,2.67,1.45,2.72,1.57
36,Memphis,Memphis Classic,2026-08-01,WTA250,Outdoor,Hard,Semifinals,3,Liutova K.,Kalieva E.,229,132.0,336,568.0,7.0,5.0,6,1,	,,2,0,Completed,1.73,2.1,,,1.73,2.25,1.66,2.16,1.74,2.3
36,Memphis,Memphis Classic,2026-08-01,WTA250,Outdoor,Hard,Semifinals,3,Vidmanova D.,Zarazua R.,114,83.0,691,894.0,6.0,3.0,6,3,	,,2,0,Completed,1.67,2.2,,,1.7,2.28,1.65,2.18,1.77,2.26
36,Memphis,Memphis Classic,2026-08-02,WTA250,Outdoor,Hard,The Final,3,Liutova K.,Vidmanova D.,229,114.0,336,691.0,1.0,6.0,6,1,6,3,2,1,Completed,1.8,2.0,,,1.91,2.0,1.84,1.91,1.92,2.08
37,Washington,Citi Open,2026-07-27,WTA500,Outdoor,Hard,1st Round,3,Cocciaretto E.,Tauson C.,71,30.0,967,1564.0,4.0,6.0,7,6,7,6,2,1,Completed,3,1.4,,,3.15,1.4,2.99,1.37,3.4,1.41
37,Washington,Citi Open,2026-07-27,WTA500,Outdoor,Hard,1st Round,3,Fernandez L.A.,Linette M.,34,65.0,1344,1001.0,6.0,1.0,6,4,	,,2,0,Completed,1.53,2.5,,,1.53,2.63,1.51,2.52,1.55,2.76
37,Washington,Citi Open,2026-07-27,WTA500,Outdoor,Hard,1st Round,3,Navarro E.,Kenin S.,26,116.0,1674,684.0,6.0,0.0,7,5,	,,2,0,Completed,1.36,3.2,,,1.37,3.2,1.35,3.07,1.41,3.35
37,Washington,Citi Open,2026-07-27,WTA500,Outdoor,Hard,1st Round,3,Samsonova L.,Keys M.,70,22.0,970,1964.0,3.0,6.0,6,4,6,4,2,1,Completed,3.75,1.29,,,3.75,1.3,3.5,1.29,4.0,1.32
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Tjen J.,Sramkova R.,37,141.0,1282,549.0,6.0,4.0,6,2,	,,2,0,Completed,1.53,2.5,,,1.62,2.5,1.56,2.36,1.62,2.56
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Krueger A.,Boulter K.,67,69.0,997,987.0,3.0,6.0,6,2,6,2,2,1,Completed,1.57,2.38,,,1.58,2.5,1.55,2.41,1.6,2.62
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Kudermetova P.,Bucsa C.,108,40.0,708,1244.0,5.0,7.0,7,6,6,0,2,1,Completed,1.67,2.2,,,1.75,2.2,1.68,2.14,1.71,2.38
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Wang Xin.,Pareja J.,42,308.0,1193,224.0,7.0,6.0,6,3,,	,2,0,Completed,1.67,2.2,,,1.74,2.33,1.65,2.19,1.68,2.44
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Eala A.,Zheng Q.,28,123.0,1666,610.0,4.0,6.0,6,4,6,1,2,1,Completed,2.1,1.73,,,2.23,1.75,2.13,1.68,2.18,1.82
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Kalinskaya A.,Kasatkina D.,20,61.0,2007,1009.0,6.0,4.0,6,1,,	,2,0,Completed,1.5,2.63,,,1.52,3.2,1.44,2.7,1.51,2.88
37,Washington,Citi Open,2026-07-28,WTA500,Outdoor,Hard,1st Round,3,Frech M.,Li A.,48,31.0,1120,1541.0,6.0,4.0,6,3,	,,2,0,Completed,2.75,1.44,,,3.5,1.47,2.8,1.4,3.05,1.47
37,Washington,Citi Open,2026-07-29,WTA500,Outdoor,Hard,1st Round,3,Potapova A.,Williams V.,27,664.0,1667,64.0,6.0,3.0,6,3,	,,2,0,Completed,1.13,6.0,,,1.15,6.5,1.13,5.7,1.12,8.6
37,Washington,Citi Open,2026-07-29,WTA500,Outdoor,Hard,2nd Round,3,Eala A.,Fernandez L.A.,28,34.0,1666,1344.0,6.0,2.0,7,6,,	,2,0,Completed,1.8,2.0,,,1.8,2.02,1.77,2.0,1.87,2.12
37,Washington,Citi Open,2026-07-29,WTA500,Outdoor,Hard,2nd Round,3,Samsonova L.,Wang Xin.,70,42.0,970,1193.0,6.0,2.0,6,2,,	,2,0,Completed,1.53,2.5,,,1.55,2.63,1.51,2.5,1.58,2.68
37,Washington,Citi Open,2026-07-29,WTA500,Outdoor,Hard,2nd Round,3,Cocciaretto E.,Navarro E.,71,26.0,967,1674.0,6.0,3.0,4,6,6,3,2,1,Completed,2.75,1.44,,,2.8,1.53,2.64,1.46,2.98,1.49
37,Washington,Citi Open,2026-07-29,WTA500,Outdoor,Hard,2nd Round,3,Osaka N.,Krueger A.,13,67.0,3086,997.0,6.0,3.0,3,1,,	,1,0,Retired,1.3,3.5,,,1.41,3.5,1.37,3.02,1.43,3.25
37,Washington,Citi Open,2026-07-30,WTA500,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Tjen J.,20,37.0,2007,1282.0,1.0,6.0,6,3,7,6,2,1,Completed,1.36,3.2,,,1.37,3.25,1.35,3.08,1.38,3.55
37,Washington,Citi Open,2026-07-30,WTA500,Outdoor,Hard,2nd Round,3,Pegula J.,Frech M.,3,48.0,6300,1120.0,3.0,6.0,6,3,6,0,2,1,Completed,1.07,9.0,,,1.09,9.0,1.08,7.38,1.1,10.0
37,Washington,Citi Open,2026-07-31,WTA500,Outdoor,Hard,2nd Round,3,Shnaider D.,Potapova A.,18,27.0,2458,1667.0,6.0,1.0,6,2,	,,2,0,Completed,1.8,2.0,,,1.83,2.01,1.79,1.97,1.89,2.08
37,Washington,Citi Open,2026-07-31,WTA500,Outdoor,Hard,2nd Round,3,Svitolina E.,Kudermetova P.,10,108.0,4351,708.0,7.0,6.0,6,4,,	,2,0,Completed,1.17,5.0,,,1.29,5.0,1.22,4.14,1.26,4.7
37,Washington,Citi Open,2026-07-31,WTA500,Outdoor,Hard,Quarterfinals,3,Pegula J.,Kalinskaya A.,3,20.0,6300,2007.0,6.0,3.0,7,5,	,,2,0,Completed,1.33,3.4,,,1.36,3.4,1.33,3.23,1.36,3.75
37,Washington,Citi Open,2026-07-31,WTA500,Outdoor,Hard,Quarterfinals,3,Osaka N.,Cocciaretto E.,13,71.0,3086,967.0,4.0,6.0,6,4,6,3,2,1,Completed,1.14,5.5,,,1.19,5.75,1.15,5.22,1.18,6.2
37,Washington,Citi Open,2026-07-31,WTA500,Outdoor,Hard,Quarterfinals,3,Shnaider D.,Samsonova L.,18,70.0,2458,970.0,6.0,3.0,6,4,	,,2,0,Completed,1.8,2.0,,,1.8,2.03,1.77,2.0,1.91,2.06
37,Washington,Citi Open,2026-08-01,WTA500,Outdoor,Hard,Quarterfinals,3,Eala A.,Svitolina E.,28,10.0,1666,4351.0,6.0,3.0,6,4,	,,2,0,Completed,2.3,1.62,,,2.3,1.67,2.23,1.62,2.38,1.7
37,Washington,Citi Open,2026-08-01,WTA500,Outdoor,Hard,Semifinals,3,Pegula J.,Shnaider D.,3,18.0,6300,2458.0,7.0,5.0,6,4,	,,2,0,Completed,1.25,4.0,,,1.25,4.0,1.24,3.84,1.3,4.2
37,Washington,Citi Open,2026-08-01,WTA500,Outdoor,Hard,Semifinals,3,Eala A.,Osaka N.,28,13.0,1666,3086.0,6.0,4.0,6,2,,	,2,0,Completed,2.3,1.62,,,2.4,1.62,2.32,1.57,2.5,1.66
37,Washington,Citi Open,2026-08-03,WTA500,Outdoor,Hard,The Final,3,Eala A.,Pegula J.,28,3.0,1666,6300.0,4.0,6.0,6,4,6,0,2,1,Completed,2.3,1.62,,,2.6,1.62,2.36,1.56,2.64,1.6
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Rakhimova K.,Williams V.,82,664.0,894,64.0,6.0,4.0,6,1,,,2,0,Completed,1.22,4.33,,,1.23,4.33,1.22,4.09,1.24,4.9
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Golubic V.,Birrell K.,51,66.0,1088,999.0,7.0,6.0,6,4,,,2,0,Completed,1.91,1.91,,,2.1,1.91,1.92,1.84,2.0,1.95
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Bouzas Maneiro J.,Arseneault A.,59,407.0,1014,154.0,6.0,2.0,6,4,,,2,0,Completed,1.11,6.5,,,1.12,7.0,1.11,6.39,1.13,8.0
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Bejlek S.,Wang Xiy.,38,94.0,1269,808.0,6.0,3.0,4,6,7,5,2,1,Completed,1.62,2.3,,,1.62,2.32,1.6,2.26,1.68,2.42
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Sebov K.,Ito A.,231,235.0,331,313.0,6.0,3.0,6,4,,,2,0,Completed,2.3,1.62,,,2.31,1.62,2.27,1.61,2.48,1.65
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Uchijima M.,Bucsa C.,107,40.0,713,1244.0,6.0,3.0,6,4,,,2,0,Completed,2,1.8,,,2.38,1.8,2.13,1.69,2.28,1.77
38,Toronto,Canadian Open,2026-08-02,WTA1000,Outdoor,Hard,1st Round,3,Osorio M.,Stefanini L.,56,144.0,1048,539.0,7.0,6.0,6,3,,,2,0,Completed,1.36,3.2,,,1.38,3.25,1.36,3.04,1.4,3.45
38,Toronto,Canadian Open,2026-08-03,WTA1000,Outdoor,Hard,1st Round,3,Bondar A.,Kalinina A.,77,54.0,936,1072.0,6.0,4.0,7,5,,,2,0,Completed,2.63,1.5,,,2.63,1.53,2.49,1.51,2.6,1.62
